cell_line__name,factor__name,is_correcting,strain__name,cell_pop__name,paper__reference,cell_type__name,paper__pmid,paper__journal__name,name,disease_state__name,link,unique_id,species__name,tissue_type__name,paper__lab
,H3K27ac,False,,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,BG_D7_REP1_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2263009,GSM2263009,Homo sapiens,Blood,Stunnenberg HG
,H3K27ac,False,,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,LPS_4H_REP2_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2262999,GSM2262999,Homo sapiens,Blood,Stunnenberg HG
,H3K27ac,False,NA,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,RPMI_D6_REP2_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2262963,GSM2262963,Homo sapiens,Blood,Stunnenberg HG
,H3K27ac,False,NA,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,DON73_RPMI_D6_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2262949,GSM2262949,Homo sapiens,Blood,Stunnenberg HG
,H3K27ac,False,,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,LPS_D1_REP1_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2262933,GSM2262933,Homo sapiens,Blood,Stunnenberg HG
,H3K27ac,False,AND,,,Fibroblast,,,IP1_H3K27AC_NFD_1DPT,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1970136,GSM1970136,Homo sapiens,Fetal Lung,
,H3K27ac,False,,,,Fibroblast,,,IP1_H3K27AC_N_1DPT,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1970134,GSM1970134,Homo sapiens,Fetal Lung,
MRC5,H3K27ac,False,,,,Fibroblast,,,IP2_H3K27AC_MRC5_1DPT,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1970133,GSM1970133,Homo sapiens,Lung,
MRC5,H3K27ac,False,,,,Fibroblast,,,IP1_H3K27AC_MRC5_1DPT,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1970132,GSM1970132,Homo sapiens,Lung,
,H3K27ac,False,AND,,"Arts RJ, et al. Glutaminolysis and Fumarate Accumulation Integrate Immunometabolic and Epigenetic Programs in Trained Immunity. Cell Metab. 2016",Monocyte,27866838.0,Cell Metab.,H3K27AC_FUMARATE_MF,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2310584,GSM2310584,Homo sapiens,Blood,Netea MG
,H3K27ac,False,AND,,"Arts RJ, et al. Glutaminolysis and Fumarate Accumulation Integrate Immunometabolic and Epigenetic Programs in Trained Immunity. Cell Metab. 2016",Monocyte,27866838.0,Cell Metab.,H3K27AC_RPMI_MF,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2310582,GSM2310582,Homo sapiens,Blood,Netea MG
,H3K27ac,False,,,,Cardiomyocyte,,,MUT_H3K27AC_CHIP,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2280036,GSM2280036,Homo sapiens,,
,H3K27ac,False,,,,Cardiomyocyte,,,2_6_H3K27AC_CHIP,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2280013,GSM2280013,Homo sapiens,,
,H3K27ac,False,,,,Cardiomyocyte,,,6_1_H3K27AC_CHIP,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2279989,GSM2279989,Homo sapiens,,
,H3K27ac,False,,,,Cardiomyocyte,,,1_8_H3K27AC_CHIP,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2279957,GSM2279957,Homo sapiens,,
HEK293,H3K27ac,False,,,"Savitsky P, et al. Multivalent Histone and DNA Engagement by a PHD/BRD/PWWP Triple Reader Cassette Recruits ZMYND8 to K14ac-Rich Chromatin. Cell Rep 2016",,27926874.0,Cell Rep,HEK293_H3K27AC_CHIP-SEQ (REPLICATE_1),,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2171416,GSM2171416,Homo sapiens,Kidney,Filippakopoulos P
,H3K27ac,False,,,"Zhang J, et al. The CREBBP Acetyltransferase Is a Haploinsufficient Tumor Suppressor in B-cell Lymphoma. Cancer Discov 2017",B Lymphocyte,28069569.0,Cancer Discov,CB5_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2386722,GSM2386722,Homo sapiens,Tonsil,Pasqualucci L
,H3K27ac,False,,,"Zhang J, et al. The CREBBP Acetyltransferase Is a Haploinsufficient Tumor Suppressor in B-cell Lymphoma. Cancer Discov 2017",B Lymphocyte,28069569.0,Cancer Discov,CB4_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2386720,GSM2386720,Homo sapiens,Tonsil,Pasqualucci L
,H3K27ac,False,,,,Endothelial Cell,,,H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2442790,GSM2442790,Homo sapiens,Umbilical Vein,
MCF-7,H3K27ac,False,,,,Epithelium,,,MCF7_200_H3K27AC_REP2_TCLSEQ,Breast cancer,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2483423,GSM2483423,Homo sapiens,Breast,
MCF-7,H3K27ac,False,,,,Epithelium,,,MCF7_200_H3K27AC_REP1_TCLSEQ,Breast cancer,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2483422,GSM2483422,Homo sapiens,Breast,
MCF-7,H3K27ac,False,,,,Epithelium,,,MCF7_2K_H3K27AC_REP1_TCLSEQ,Breast cancer,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2483418,GSM2483418,Homo sapiens,Breast,
MCF-7,H3K27ac,False,,,,Epithelium,,,MCF7_10K_H3K27AC_REP2_TCLSEQ,Breast cancer,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2483417,GSM2483417,Homo sapiens,Breast,
THP-1,H3K27ac,False,,,"Phanstiel DH, et al. Static and Dynamic DNA Loops form AP-1-Bound Activation Hubs during Macrophage Development. Mol. Cell ",Macrophage,28890333.0,Mol. Cell,H3K27AC_MACROPHAGE2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2544239,GSM2544239,Homo sapiens,,Snyder MP
THP-1,H3K27ac,False,,,"Phanstiel DH, et al. Static and Dynamic DNA Loops form AP-1-Bound Activation Hubs during Macrophage Development. Mol. Cell ",Macrophage,28890333.0,Mol. Cell,H3K27AC_MACROPHAGE1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2544238,GSM2544238,Homo sapiens,,Snyder MP
THP-1,H3K27ac,False,,,"Phanstiel DH, et al. Static and Dynamic DNA Loops form AP-1-Bound Activation Hubs during Macrophage Development. Mol. Cell ",Monocyte,28890333.0,Mol. Cell,H3K27AC_MONOCYTE2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2544237,GSM2544237,Homo sapiens,,Snyder MP
THP-1,H3K27ac,False,,,"Phanstiel DH, et al. Static and Dynamic DNA Loops form AP-1-Bound Activation Hubs during Macrophage Development. Mol. Cell ",Monocyte,28890333.0,Mol. Cell,H3K27AC_MONOCYTE1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2544236,GSM2544236,Homo sapiens,,Snyder MP
,H3K27ac,False,,,"HD iPSC Consortium , et al. Developmental alterations in Huntington's disease neural cells and pharmacological rescue in cells and mice. Nat. Neurosci. 2017",iPSC,28319609.0,Nat. Neurosci.,H3K27AC_HD,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2507475,GSM2507475,Homo sapiens,,HD iPSC Consortium
MCF-7,H3K27ac,False,,,"Liu Y, et al. Transcriptional landscape of the human cell cycle. Proc. Natl. Acad. Sci. U.S.A. 2017",Epithelium,28289232.0,Proc. Natl. Acad. Sci. U.S.A.,MCF7 H3K27AC G0/G1,Breast cancer,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2476261,GSM2476261,Homo sapiens,Breast,He HH
NS134,H3K27ac,False,,,"Gryder BE, et al. PAX3-FOXO1 Establishes Myogenic Super Enhancers and Confers BET Bromodomain Vulnerability. Cancer Discov 2017",rhabdomyosarcoma,28446439.0,Cancer Discov,NS134 H3K27AC,Rhabdomyosarcoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2214093,GSM2214093,Homo sapiens,Muscle,Khan J
NHEK,H3K27ac,False,,,"Klein RH, et al. GRHL3 binding and enhancers rearrange as epidermal keratinocytes transition between functional states. PLoS Genet. 2017",Keratinocyte,28445475.0,PLoS Genet.,SCRAMBLE H3K27AC REP1,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2035816,GSM2035816,Homo sapiens,Skin,Andersen B
NHEK,H3K27ac,False,,,"Klein RH, et al. GRHL3 binding and enhancers rearrange as epidermal keratinocytes transition between functional states. PLoS Genet. 2017",Keratinocyte,28445475.0,PLoS Genet.,SIGRHL3 H3K27AC REP2,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2035810,GSM2035810,Homo sapiens,Skin,Andersen B
,H3K27ac,False,,,"Shen Y, et al. Epigenetic and genetic dissections of UV-induced global gene dysregulation in skin cells through multi-omics analyses. Sci Rep 2017",Keratinocyte,28211524.0,Sci Rep,"K3D, UV, 72H/30 MJ/CM2 (TIME/DOSE)_CHIP-SEQ",,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2572315,GSM2572315,Homo sapiens,Foreskin,Liu L
,H3K27ac,False,,,"Shen Y, et al. Epigenetic and genetic dissections of UV-induced global gene dysregulation in skin cells through multi-omics analyses. Sci Rep 2017",Keratinocyte,28211524.0,Sci Rep,"K4H, UV, 4H/30 MJ/CM2 (TIME/DOSE)_CHIP-SEQ",,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2572314,GSM2572314,Homo sapiens,Foreskin,Liu L
LCL,H3K27ac,False,,,"Gabriele M, et al. YY1 Haploinsufficiency Causes an Intellectual Disability Syndrome Featuring Transcriptional and Chromatin Dysfunction. Am. J. Hum. Genet. ",Lymphoblastoid,28575647.0,Am. J. Hum. Genet.,H3K27AC CHIPSEQ IN HEP10_01008 LCLS,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2597209,GSM2597209,Homo sapiens,Blood,de Vries BBA
,H3K27ac,False,,PBMC,"Czimmerer Z, et al. Extensive and functional overlap of the STAT6 and RXR cistromes in the active enhancer repertoire of human CD14+ monocyte derived differentiating macrophages. Mol. Cell. Endocrinol. ",Macrophage,28774779.0,Mol. Cell. Endocrinol.,H3K27AC CHIP-SEQ ANALYSIS OF HUMAN DIFFERENTIATING MACROPHAGES TREATED WITH IL-4,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2695649,GSM2695649,Homo sapiens,Blood,Nagy L
,H3K27ac,False,,,"Arts RJW, et al. BCG Vaccination Protects against Experimental Viral Infection in Humans through the Induction of Cytokines Associated with Trained Immunity. Cell Host Microbe ",Monocyte,29324233.0,Cell Host Microbe,BCG_DONOR29_V1_H3K27AC,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2790824,GSM2790824,Homo sapiens,Blood,Netea MG
,H3K27ac,False,,,"Kim DE, et al. Convergent roles of ATF3 and CSL in chromatin control of cancer-associated fibroblast activation. J. Exp. Med. ",Fibroblast,28684431.0,J. Exp. Med.,H3K27AC-SICSL,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2151909,GSM2151909,Homo sapiens,Skin,Dotto GP
,H3K27ac,False,,,"Kim DE, et al. Convergent roles of ATF3 and CSL in chromatin control of cancer-associated fibroblast activation. J. Exp. Med. ",Fibroblast,28684431.0,J. Exp. Med.,H3K27AC-SIATF3,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2151908,GSM2151908,Homo sapiens,Skin,Dotto GP
,H3K27ac,False,,,"Kim DE, et al. Convergent roles of ATF3 and CSL in chromatin control of cancer-associated fibroblast activation. J. Exp. Med. ",Fibroblast,28684431.0,J. Exp. Med.,H3K27AC-SICTRL,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2151907,GSM2151907,Homo sapiens,Skin,Dotto GP
MCF-10A,H3K27ac,False,,,,Epithelium,,,H3K27AC_TAM24HR_REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2676312,GSM2676312,Homo sapiens,Breast,
H9,H3K27ac,False,,,,Embryonic Stem Cell,,,PRIMED_H3K27AC_CHIP_1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2648926,GSM2648926,Homo sapiens,Embryo,
,H3K27ac,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,CHIP_H3K27AC_N,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679933,GSM2679933,Homo sapiens,Blood,Ivashkiv LB
,H3K27ac,False,,,"Rubin AJ, et al. Lineage-specific dynamic and pre-established enhancer-promoter contacts cooperate in terminal differentiation. Nat. Genet. ",Keratinocyte,28805829.0,Nat. Genet.,H3K27AC CHIP-SEQ PRIMARY EPIDERMAL KERATINOCYTE BIOLOGICAL REPLICATE 1 - DIFFERENTIATION DAY 0,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2247241,GSM2247241,Homo sapiens,,Khavari PA
,H3K27ac,False,,,"Rubin AJ, et al. Lineage-specific dynamic and pre-established enhancer-promoter contacts cooperate in terminal differentiation. Nat. Genet. ",Keratinocyte,28805829.0,Nat. Genet.,H3K27AC CHIP-SEQ  PRIMARY EPIDERMAL KERATINOCYTE BIOLOGICAL REPLICATE 2 - DIFFERENTIATION DAY 0,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2247244,GSM2247244,Homo sapiens,,Khavari PA
,H3K27ac,False,,,"Rubin AJ, et al. Lineage-specific dynamic and pre-established enhancer-promoter contacts cooperate in terminal differentiation. Nat. Genet. ",Keratinocyte,28805829.0,Nat. Genet.,H3K27AC CHIP-SEQ  PRIMARY EPIDERMAL KERATINOCYTE BIOLOGICAL REPLICATE 2 - DIFFERENTIATION DAY 3,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2247245,GSM2247245,Homo sapiens,,Khavari PA
JHU-06,H3K27ac,False,,,"Rubin AJ, et al. Lineage-specific dynamic and pre-established enhancer-promoter contacts cooperate in terminal differentiation. Nat. Genet. ",Keratinocyte,28805829.0,Nat. Genet.,H3K27AC CHIP-SEQ  PRIMARY EPIDERMAL KERATINOCYTE BIOLOGICAL REPLICATE 2 - DIFFERENTIATION DAY 6,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2247246,GSM2247246,Homo sapiens,,Khavari PA
,H3K27ac,False,,,"Morrow JJ, et al. Positively selected enhancer elements endow osteosarcoma cells with metastatic competence. Nat. Med. ",osteosarcoma,29334376.0,Nat. Med.,PATIENT_M10_H3K27AC,Osteosarcoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2870641,GSM2870641,Homo sapiens,Lung,Scacheri PC
,H3K27ac,False,,,"Morrow JJ, et al. Positively selected enhancer elements endow osteosarcoma cells with metastatic competence. Nat. Med. ",osteosarcoma,29334376.0,Nat. Med.,PATIENT_M2_H3K27AC,Osteosarcoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2870647,GSM2870647,Homo sapiens,Lung,Scacheri PC
H3122,H3K27ac,False,,,"Rusan M, et al. Suppression of Adaptive Responses to Targeted Cancer Therapy by Transcriptional Repression. Cancer Discov ",,29054992.0,Cancer Discov,11_H3122 DMSO_H3K27AC [LAB: HAMMERMAN-DFCI],Adenocarcinoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2359489,GSM2359489,Homo sapiens,Lung,Hammerman PS
A375,H3K27ac,False,,,"Rusan M, et al. Suppression of Adaptive Responses to Targeted Cancer Therapy by Transcriptional Repression. Cancer Discov ",melanoma,29054992.0,Cancer Discov,5_A375 DMSO_H3K27AC [LAB: HAMMERMAN-DFCI],Melanoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2359487,GSM2359487,Homo sapiens,Skin,Hammerman PS
,H3K27ac,False,,,"Yao X, et al. VHL Deficiency Drives Enhancer Activation of Oncogenes in Clear Cell Renal Cell Carcinoma. Cancer Discov ",,28893800.0,Cancer Discov,12364284T H3K27AC CHIP-SEQ,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2293425,GSM2293425,Homo sapiens,Kidney,Tan P
,H3K27ac,False,,,"Morrow JJ, et al. Positively selected enhancer elements endow osteosarcoma cells with metastatic competence. Nat. Med. ",osteosarcoma,29334376.0,Nat. Med.,PATIENT_36087-LUNG_H3K27AC,Osteosarcoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2870635,GSM2870635,Homo sapiens,Lung,Scacheri PC
,H3K27ac,False,,,"Yao X, et al. VHL Deficiency Drives Enhancer Activation of Oncogenes in Clear Cell Renal Cell Carcinoma. Cancer Discov ",,28893800.0,Cancer Discov,86049102N H3K27AC CHIP-SEQ,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2293442,GSM2293442,Homo sapiens,Kidney,Tan P
CHL-1,H3K27ac,False,,,"Gelato KA, et al. Super-enhancers define a proliferative PGC-1α-expressing melanoma subgroup sensitive to BET inhibition. Oncogene ",melanoma,28991225.0,Oncogene,CHL1_H3K27ACQ_01_BAY,Melanoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2516777,GSM2516777,Homo sapiens,Skin,Haendler B
,H3K27ac,False,,,"Zhao MT, et al. Cell Type-Specific Chromatin Signatures Underline Regulatory DNA Elements in Human Induced Pluripotent Stem Cells and Somatic Cells. Circ. Res. ",Stem cell,29030344.0,Circ. Res.,F2-EIPSC-K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2550247,GSM2550247,Homo sapiens,,Wu JC
,H3K27ac,False,,,"Kim DE, et al. Convergent roles of ATF3 and CSL in chromatin control of cancer-associated fibroblast activation. J. Exp. Med. ",Fibroblast,28684431.0,J. Exp. Med.,H3K27AC-SIATF3 PLUS SICSL,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2151910,GSM2151910,Homo sapiens,Skin,Dotto GP
,H3K27ac,False,,,"Zhao MT, et al. Cell Type-Specific Chromatin Signatures Underline Regulatory DNA Elements in Human Induced Pluripotent Stem Cells and Somatic Cells. Circ. Res. ",Stem cell,29030344.0,Circ. Res.,F2-CIPSC-K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2550226,GSM2550226,Homo sapiens,,Wu JC
Raji,H3K27ac,False,,,,B Lymphocyte,,,YFFF H3K27AC CHIP REPLICATE1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2473265,GSM2473265,Homo sapiens,Blood,
,H3K27ac,False,F1,,"Zhao MT, et al. Cell Type-Specific Chromatin Signatures Underline Regulatory DNA Elements in Human Induced Pluripotent Stem Cells and Somatic Cells. Circ. Res. ",Stem cell,29030344.0,Circ. Res.,F1-CIPSC-K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2550184,GSM2550184,Homo sapiens,,Wu JC
PrEC,H3K27ac,False,,,,Epithelium,,,H3K27AC_CHIPSEQ_PREC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2060768,GSM2060768,Homo sapiens,Prostate,
,H3K27ac,False,,,"Rubin AJ, et al. Lineage-specific dynamic and pre-established enhancer-promoter contacts cooperate in terminal differentiation. Nat. Genet. ",Keratinocyte,28805829.0,Nat. Genet.,H3K27AC CHIP-SEQ PRIMARY EPIDERMAL KERATINOCYTE BIOLOGICAL REPLICATE 1 - DIFFERENTIATION DAY 3 - EHF SIRNA,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2496165,GSM2496165,Homo sapiens,,Khavari PA
,H3K27ac,False,,,"Rubin AJ, et al. Lineage-specific dynamic and pre-established enhancer-promoter contacts cooperate in terminal differentiation. Nat. Genet. ",Keratinocyte,28805829.0,Nat. Genet.,H3K27AC CHIP-SEQ PRIMARY EPIDERMAL KERATINOCYTE BIOLOGICAL REPLICATE 2 - DIFFERENTIATION DAY 3 - ZNF750 SIRNA,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2496164,GSM2496164,Homo sapiens,,Khavari PA
,H3K27ac,False,,,"Rubin AJ, et al. Lineage-specific dynamic and pre-established enhancer-promoter contacts cooperate in terminal differentiation. Nat. Genet. ",Keratinocyte,28805829.0,Nat. Genet.,H3K27AC CHIP-SEQ PRIMARY EPIDERMAL KERATINOCYTE BIOLOGICAL REPLICATE 1 - DIFFERENTIATION DAY 3 - KLF4 SIRNA,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2496161,GSM2496161,Homo sapiens,,Khavari PA
PC-9,H3K27ac,False,,,"Rusan M, et al. Suppression of Adaptive Responses to Targeted Cancer Therapy by Transcriptional Repression. Cancer Discov ",Lung Cancer Cell,29054992.0,Cancer Discov,7_PC9 DMSO_H3K27AC [LAB: HAMMERMAN-DFCI],Adenocarcinoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2359491,GSM2359491,Homo sapiens,Lung,Hammerman PS
H3122,H3K27ac,False,,,"Rusan M, et al. Suppression of Adaptive Responses to Targeted Cancer Therapy by Transcriptional Repression. Cancer Discov ",,29054992.0,Cancer Discov,12_H3122 RTKI_H3K27AC [LAB: HAMMERMAN-DFCI],Adenocarcinoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2359495,GSM2359495,Homo sapiens,Lung,Hammerman PS
A549,H3K27ac,False,,,"Rusan M, et al. Suppression of Adaptive Responses to Targeted Cancer Therapy by Transcriptional Repression. Cancer Discov ",Epithelium,29054992.0,Cancer Discov,14_A549 RTKI_H3K27AC [LAB: HAMMERMAN-DFCI],Adenocarcinoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2359494,GSM2359494,Homo sapiens,Lung,Hammerman PS
PC-9,H3K27ac,False,,,"Rusan M, et al. Suppression of Adaptive Responses to Targeted Cancer Therapy by Transcriptional Repression. Cancer Discov ",Lung Cancer Cell,29054992.0,Cancer Discov,8_PC9 RTKI_H3K27AC [LAB: HAMMERMAN-DFCI],Adenocarcinoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2359497,GSM2359497,Homo sapiens,Lung,Hammerman PS
,H3K27ac,False,,,"Yao X, et al. VHL Deficiency Drives Enhancer Activation of Oncogenes in Clear Cell Renal Cell Carcinoma. Cancer Discov ",,28893800.0,Cancer Discov,57398667N H3K27AC CHIP-SEQ,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2293474,GSM2293474,Homo sapiens,Kidney,Tan P
,H3K27ac,False,,,"Yao X, et al. VHL Deficiency Drives Enhancer Activation of Oncogenes in Clear Cell Renal Cell Carcinoma. Cancer Discov ",,28893800.0,Cancer Discov,70528835N H3K27AC CHIP-SEQ,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2293458,GSM2293458,Homo sapiens,Kidney,Tan P
MCF-7,H3K27ac,False,,,"Hafner A, et al. p53 pulses lead to distinct patterns of gene expression albeit similar DNA-binding dynamics. Nat. Struct. Mol. Biol. ",Epithelium,28825732.0,Nat. Struct. Mol. Biol.,"H3K27AC CHIP-SEQ, T=7.5H",,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2671300,GSM2671300,Homo sapiens,Breast,Lahav G
MCF-7,H3K27ac,False,,,"Hafner A, et al. p53 pulses lead to distinct patterns of gene expression albeit similar DNA-binding dynamics. Nat. Struct. Mol. Biol. ",Epithelium,28825732.0,Nat. Struct. Mol. Biol.,"H3K27AC CHIP-SEQ, T=0H",,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2671297,GSM2671297,Homo sapiens,Breast,Lahav G
MCF-7,H3K27ac,False,,,"Hafner A, et al. p53 pulses lead to distinct patterns of gene expression albeit similar DNA-binding dynamics. Nat. Struct. Mol. Biol. ",Epithelium,28825732.0,Nat. Struct. Mol. Biol.,"H3K27AC CHIP-SEQ, T=2.5H",,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2671298,GSM2671298,Homo sapiens,Breast,Lahav G
JHU-06,H3K27ac,False,,HAEC,"Hogan NT, et al. Transcriptional networks specifying homeostatic and inflammatory programs of gene expression in human aortic endothelial cells. Elife ",Endothelial Cell,28585919.0,Elife,HAEC.CHIP.H3K27AC.CONTROL.4H.REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2394402,GSM2394402,Homo sapiens,,Romanoski CE
JHU-06,H3K27ac,False,,HAEC,"Hogan NT, et al. Transcriptional networks specifying homeostatic and inflammatory programs of gene expression in human aortic endothelial cells. Elife ",Endothelial Cell,28585919.0,Elife,HAEC.CHIP.H3K27AC.IL1B.4H.REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2394405,GSM2394405,Homo sapiens,,Romanoski CE
JHU-06,H3K27ac,False,,HAEC,"Hogan NT, et al. Transcriptional networks specifying homeostatic and inflammatory programs of gene expression in human aortic endothelial cells. Elife ",Endothelial Cell,28585919.0,Elife,HAEC.CHIP.H3K27AC.OXPAPC.4H.REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2394406,GSM2394406,Homo sapiens,,Romanoski CE
CHL-1,H3K27ac,False,,,"Gelato KA, et al. Super-enhancers define a proliferative PGC-1α-expressing melanoma subgroup sensitive to BET inhibition. Oncogene ",melanoma,28991225.0,Oncogene,CHL1_H3K27ACQ_01_DMSO,Melanoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2516783,GSM2516783,Homo sapiens,Skin,Haendler B
CHL-1,H3K27ac,False,,,"Gelato KA, et al. Super-enhancers define a proliferative PGC-1α-expressing melanoma subgroup sensitive to BET inhibition. Oncogene ",melanoma,28991225.0,Oncogene,CHL1_H3K27ACQ_01_OTX,Melanoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2516780,GSM2516780,Homo sapiens,Skin,Haendler B
